"","Name","Ask","Bid","Date"
"753","HSBC Holdings, plc. Common Stoc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"754","Harsco Corporation Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"755","HSBC Holdings, plc. Perpetual S","N/A","N/A","Tue Nov 15 06:42:36 2016"
"756","HSBC Holdings plc PERP SUB CAP ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"757","Host Hotels & Resorts, Inc. Com","N/A","N/A","Tue Nov 15 06:42:36 2016"
"758","The Hershey Company Common Stoc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"759","Hersha Hospitality Trust Class ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"762","Healthcare Trust of America, In","N/A","N/A","Tue Nov 15 06:42:36 2016"
"763","John Hancock Tax Advantaged Div","N/A","N/A","Tue Nov 15 06:42:36 2016"
"764","Horizon Technology Finance Corp","N/A","N/A","Tue Nov 15 06:42:36 2016"
"765","Hercules Capital, Inc. Common S","N/A","N/A","Tue Nov 15 06:42:36 2016"
"766","Hercules Capital, Inc. 6.25% No","N/A","N/A","Tue Nov 15 06:42:36 2016"
"767","Hercules Capital, Inc. 7.00% Se","N/A","N/A","Tue Nov 15 06:42:36 2016"
"768","Hercules Capital, Inc. 7.00% No","N/A","N/A","Tue Nov 15 06:42:36 2016"
"769","Hilltop Holdings Inc.","N/A","N/A","Tue Nov 15 06:42:36 2016"
"770","Brookfield Total Return Fund In","N/A","N/A","Tue Nov 15 06:42:36 2016"
"771","John Hancock Tax-Advantaged Glo","N/A","N/A","Tue Nov 15 06:42:36 2016"
"772","Hertz Global Holdings, Inc Comm","N/A","N/A","Tue Nov 15 06:42:36 2016"
"773","Hubbell Inc Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"774","HubSpot, Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"775","Humana Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"776","Huntsman Corporation Common Sto","N/A","N/A","Tue Nov 15 06:42:36 2016"
"777","Haverty Furniture Companies, In","N/A","N/A","Tue Nov 15 06:42:36 2016"
"779","Headwaters Incorporated Common ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"780","Hexcel Corporation Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"781","Hyster-Yale Materials Handling,","N/A","N/A","Tue Nov 15 06:42:36 2016"
"782","New America High Income Fund, I","N/A","N/A","Tue Nov 15 06:42:36 2016"
"783","Halyard Health, Inc. Common Sto","N/A","N/A","Tue Nov 15 06:42:36 2016"
"784","Western Asset High Yield Define","N/A","N/A","Tue Nov 15 06:42:36 2016"
"785","Blackrock Corporate High Yield ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"786","Horizon Global Corporation Comm","N/A","N/A","Tue Nov 15 06:42:36 2016"
"787","MarineMax, Inc.  (FL) Common St","N/A","N/A","Tue Nov 15 06:42:36 2016"
"788","Intelsat S.A. Common Shares","N/A","N/A","Tue Nov 15 06:42:36 2016"
"789","Voya Asia Pacific High Dividend","N/A","N/A","Tue Nov 15 06:42:36 2016"
"790","Iamgold Corporation Ordinary Sh","N/A","N/A","Tue Nov 15 06:42:36 2016"
"791","Industrias Bachoco, S.A.B. de C","N/A","N/A","Tue Nov 15 06:42:36 2016"
"792","International Business Machines","N/A","N/A","Tue Nov 15 06:42:36 2016"
"793","ICICI Bank Limited Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"794","Installed Building Products, In","N/A","N/A","Tue Nov 15 06:42:36 2016"
"795","MS Income Securities, Inc. Comm","N/A","N/A","Tue Nov 15 06:42:36 2016"
"796","Independence Contract Drilling,","N/A","N/A","Tue Nov 15 06:42:36 2016"
"797","Intercontinental Exchange Inc. ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"798","Israel Chemicals Limited Ordina","N/A","N/A","Tue Nov 15 06:42:36 2016"
"799","IDACORP, Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"800","Voya Infrastructure, Industrial","N/A","N/A","Tue Nov 15 06:42:36 2016"
"801","IDT Corporation Class B Common ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"802","IDEX Corporation Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"803","Internationa Flavors & Fragranc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"804","India Fund, Inc. (The) Common S","N/A","N/A","Tue Nov 15 06:42:36 2016"
"805","Voya Global Advantage and Premi","N/A","N/A","Tue Nov 15 06:42:36 2016"
"806","Voya Global Equity Dividend and","N/A","N/A","Tue Nov 15 06:42:36 2016"
"807","Western Asset Investment Grade ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"808","CBRE Clarion Global Real Estate","N/A","N/A","Tue Nov 15 06:42:36 2016"
"809","International Game Technology O","N/A","N/A","Tue Nov 15 06:42:36 2016"
"810","Independence Holding Company Co","N/A","N/A","Tue Nov 15 06:42:36 2016"
"811","Voya Emerging Markets High Inco","N/A","N/A","Tue Nov 15 06:42:36 2016"
"812","Intercontinental Hotels Group A","N/A","N/A","Tue Nov 15 06:42:36 2016"
"813","Voya International High Dividen","N/A","N/A","Tue Nov 15 06:42:36 2016"
"814","Morgan Stanley India Investment","N/A","N/A","Tue Nov 15 06:42:36 2016"
"815","Invesco Value Municipal Income ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"816","IntraLinks Holdings, Inc. Commo","N/A","N/A","Tue Nov 15 06:42:36 2016"
"817","Ingram Micro Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"818","Imax Corporation Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"819","Imation Corporation Common Stoc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"820","Imperva, Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"821","Cohen & Steers Global Income Bu","N/A","N/A","Tue Nov 15 06:42:36 2016"
"822","Brookfield Global Listed Infras","N/A","N/A","Tue Nov 15 06:42:36 2016"
"823","Infosys Limited American Deposi","N/A","N/A","Tue Nov 15 06:42:36 2016"
"824","ING Group, N.V. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"825","Ingredion Incorporated Common S","N/A","N/A","Tue Nov 15 06:42:36 2016"
"826","Summit Hotel Properties, Inc. C","N/A","N/A","Tue Nov 15 06:42:36 2016"
"831","Instructure, Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"832","World Fuel Services Corporation","N/A","N/A","Tue Nov 15 06:42:36 2016"
"833","InvenSense, Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"834","InterXion Holding N.V. Ordinary","N/A","N/A","Tue Nov 15 06:42:36 2016"
"835","Ing Groep NV Perpetual Debt Sec","N/A","N/A","Tue Nov 15 06:42:36 2016"
"836","Ion Geophysical Corporation Com","N/A","N/A","Tue Nov 15 06:42:36 2016"
"837","InterOil Corporation","N/A","N/A","Tue Nov 15 06:42:36 2016"
"838","International Paper Company Com","N/A","N/A","Tue Nov 15 06:42:36 2016"
"839","Interpublic Group of Companies,","N/A","N/A","Tue Nov 15 06:42:36 2016"
"840","Inphi Corporation Common Stock ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"841","Intrepid Potash, Inc Common Sto","N/A","N/A","Tue Nov 15 06:42:36 2016"
"843","Invesco Quality Municipal Incom","N/A","N/A","Tue Nov 15 06:42:36 2016"
"844","Ingersoll-Rand plc (Ireland)","N/A","N/A","Tue Nov 15 06:42:36 2016"
"847","Investors Real Estate Trust Sha","N/A","N/A","Tue Nov 15 06:42:36 2016"
"848","New Ireland Fund, Inc (The) Com","N/A","N/A","Tue Nov 15 06:42:36 2016"
"849","Iron Mountain Incorporated (Del","N/A","N/A","Tue Nov 15 06:42:36 2016"
"850","Voya Natural Resources Equity I","N/A","N/A","Tue Nov 15 06:42:36 2016"
"851","IRSA Inversiones Y Representaci","N/A","N/A","Tue Nov 15 06:42:36 2016"
"852","Prudential Short Duration High ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"853","ING Group, N.V. Perp Hybrid Cap","N/A","N/A","Tue Nov 15 06:42:36 2016"
"854","ING Group, N.V. Perpetual Dent ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"855","ING Groep NV 6.20% Perpetual De","N/A","N/A","Tue Nov 15 06:42:36 2016"
"856","Gartner, Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"857","Itau CorpBanca American Deposit","N/A","N/A","Tue Nov 15 06:42:36 2016"
"858","Investment Technology Group, In","N/A","N/A","Tue Nov 15 06:42:36 2016"
"859","Integer Holdings Corporation Co","N/A","N/A","Tue Nov 15 06:42:36 2016"
"860","ITT Inc. Common Stock ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"861","Itau Unibanco Banco Holding SA ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"862","Illinois Tool Works Inc. Common","N/A","N/A","Tue Nov 15 06:42:36 2016"
"863","Invacare Corporation Common Sto","N/A","N/A","Tue Nov 15 06:42:36 2016"
"864","Ivy High Income Opportunities F","N/A","N/A","Tue Nov 15 06:42:36 2016"
"865","INVESCO MORTGAGE CAPITAL INC Co","N/A","N/A","Tue Nov 15 06:42:36 2016"
"868","Invesco Ltd Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"869","Orix Corp Ads Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"870","J. Alexander's Holdings, Inc. C","N/A","N/A","Tue Nov 15 06:42:36 2016"
"871","Deutsche Strategic Income Trust","N/A","N/A","Tue Nov 15 06:42:36 2016"
"872","Kansas City Southern Common Sto","N/A","N/A","Tue Nov 15 06:42:36 2016"
"874","KT Corporation Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"875","Deutsche Municiple Income Trust","N/A","N/A","Tue Nov 15 06:42:36 2016"
"876","Structures Products Cp 8% CorTS","N/A","N/A","Tue Nov 15 06:42:36 2016"
"877","Structured Products Corp 8.205%","N/A","N/A","Tue Nov 15 06:42:36 2016"
"878","Corts 7.625 Pfd Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"879","Kennedy-Wilson Holdings Inc. Co","N/A","N/A","Tue Nov 15 06:42:36 2016"
"880","Kennedy-Wilson Holdings Inc. 7.","N/A","N/A","Tue Nov 15 06:42:36 2016"
"881","Quaker Chemical Corporation Com","N/A","N/A","Tue Nov 15 06:42:36 2016"
"882","Kayne Anderson Total Energy Ret","N/A","N/A","Tue Nov 15 06:42:36 2016"
"883","Kayne Anderson MLP Investment C","N/A","N/A","Tue Nov 15 06:42:36 2016"
"885","Kyocera Corporation Common Stoc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"886","Loews Corporation Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"887","Lithia Motors, Inc. Common Stoc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"888","Ladder Capital Corp Class A Com","N/A","N/A","Tue Nov 15 06:42:36 2016"
"889","Lazard LTD. Lazard, LTD. Class ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"890","L Brands, Inc.","N/A","N/A","Tue Nov 15 06:42:36 2016"
"891","Deutsche Global High Income Fun","N/A","N/A","Tue Nov 15 06:42:36 2016"
"892","LendingClub Corporation Common ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"893","Lannett Co Inc Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"894","Advent/Claymore Enhanced Growth","N/A","N/A","Tue Nov 15 06:42:36 2016"
"895","Latin American Discovery Fund, ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"896","Lydall, Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"897","Leidos Holdings, Inc. Common St","N/A","N/A","Tue Nov 15 06:42:36 2016"
"898","Cohen & Steers Limited Duration","N/A","N/A","Tue Nov 15 06:42:36 2016"
"899","Landauer, Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"900","Lear Corporation Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"901","Lee Enterprises, Incorporated C","N/A","N/A","Tue Nov 15 06:42:36 2016"
"902","Leggett & Platt, Incorporated C","N/A","N/A","Tue Nov 15 06:42:36 2016"
"903","Leju Holdings Limited American ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"904","Lennar Corporation Class A Comm","N/A","N/A","Tue Nov 15 06:42:36 2016"
"906","Dreyfus Strategic Municipals, I","N/A","N/A","Tue Nov 15 06:42:36 2016"
"907","China Life Insurance Company Li","N/A","N/A","Tue Nov 15 06:42:36 2016"
"908","Leaf Group Ltd. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"909","LATAM Airlines Group S.A.","N/A","N/A","Tue Nov 15 06:42:36 2016"
"910","Lions Gate Entertainment Corpor","N/A","N/A","Tue Nov 15 06:42:36 2016"
"911","Lazard Global Total Return and ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"912","Laboratory Corporation of Ameri","N/A","N/A","Tue Nov 15 06:42:36 2016"
"913","LaSalle Hotel Properties Common","N/A","N/A","Tue Nov 15 06:42:36 2016"
"917","Lennox International, Inc. Comm","N/A","N/A","Tue Nov 15 06:42:36 2016"
"918","LightInTheBox Holding Co., Ltd.","N/A","N/A","Tue Nov 15 06:42:36 2016"
"919","LSC Communications, Inc. Common","N/A","N/A","Tue Nov 15 06:42:36 2016"
"920","Lumber Liquidators Holdings, In","N/A","N/A","Tue Nov 15 06:42:36 2016"
"921","L-3 Communications Holdings, In","N/A","N/A","Tue Nov 15 06:42:36 2016"
"922","Eli Lilly and Company Common St","N/A","N/A","Tue Nov 15 06:42:36 2016"
"923","Legg Mason, Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"924","Legg Mason, Inc. 6.375% Junior ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"925","Legg Mason, Inc. 5.45% Junior S","N/A","N/A","Tue Nov 15 06:42:36 2016"
"926","Lockheed Martin Corporation Com","N/A","N/A","Tue Nov 15 06:42:36 2016"
"927","LINE Corporation American Depos","N/A","N/A","Tue Nov 15 06:42:36 2016"
"928","Lincoln National Corporation Co","N/A","N/A","Tue Nov 15 06:42:36 2016"
"930","Brasilagro Brazilian Agric Real","N/A","N/A","Tue Nov 15 06:42:36 2016"
"931","LinkedIn Corporation Class A Co","N/A","N/A","Tue Nov 15 06:42:36 2016"
"932","Lindsay Corporation Common Stoc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"933","Alliant Energy Corporation Comm","N/A","N/A","Tue Nov 15 06:42:36 2016"
"934","LifeLock, Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"935","Lazard World Dividend & Income ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"936","Lowe's Companies, Inc. Common S","N/A","N/A","Tue Nov 15 06:42:36 2016"
"937","Leucadia National Corporation C","N/A","N/A","Tue Nov 15 06:42:36 2016"
"938","Southwest Airlines Company Comm","N/A","N/A","Tue Nov 15 06:42:36 2016"
"939","Luxottica Group, S.p.A. Common ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"940","Level 3 Communications, Inc.","N/A","N/A","Tue Nov 15 06:42:36 2016"
"941","Las Vegas Sands Corp. Common St","N/A","N/A","Tue Nov 15 06:42:36 2016"
"942","Luxfer Holdings PLC American De","N/A","N/A","Tue Nov 15 06:42:36 2016"
"943","Luxoft Holding, Inc. Class A Or","N/A","N/A","Tue Nov 15 06:42:36 2016"
"944","Lexmark International, Inc. Com","N/A","N/A","Tue Nov 15 06:42:36 2016"
"945","Lexington Realty Trust Common S","N/A","N/A","Tue Nov 15 06:42:36 2016"
"947","LSB Industries, Inc. Common Sto","N/A","N/A","Tue Nov 15 06:42:36 2016"
"948","LyondellBasell Industries NV Or","N/A","N/A","Tue Nov 15 06:42:36 2016"
"949","Lloyds Banking Group Plc Americ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"950","Live Nation Entertainment, Inc.","N/A","N/A","Tue Nov 15 06:42:36 2016"
"951","La-Z-Boy Incorporated Common St","N/A","N/A","Tue Nov 15 06:42:36 2016"
"952","Macy's Inc Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"953","Barings Corporate Investors Com","N/A","N/A","Tue Nov 15 06:42:36 2016"
"954","McKesson Corporation Common Sto","N/A","N/A","Tue Nov 15 06:42:36 2016"
"955","Madison Covered Call & Equity S","N/A","N/A","Tue Nov 15 06:42:36 2016"
"956","Moody's Corporation Common Stoc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"957","Everest Re Group, Ltd. Common S","N/A","N/A","Tue Nov 15 06:42:36 2016"
"958","Regency Centers Corporation Com","N/A","N/A","Tue Nov 15 06:42:36 2016"
"961","RELX PLC PLC American Depositar","N/A","N/A","Tue Nov 15 06:42:36 2016"
"962","Resolute Energy Corporation Com","N/A","N/A","Tue Nov 15 06:42:36 2016"
"963","Renren Inc. American Depositary","N/A","N/A","Tue Nov 15 06:42:36 2016"
"964","RELX N.V. American Depositary S","N/A","N/A","Tue Nov 15 06:42:36 2016"
"965","RPC, Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"966","Altisource Residential Corporat","N/A","N/A","Tue Nov 15 06:42:36 2016"
"967","Revlon, Inc. New Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"968","REX American Resources Corporat","N/A","N/A","Tue Nov 15 06:42:36 2016"
"970","Rexford Industrial Realty, Inc.","N/A","N/A","Tue Nov 15 06:42:36 2016"
"971","Regions Financial Corporation C","N/A","N/A","Tue Nov 15 06:42:36 2016"
"974","Cohen & Steers Total Return Rea","N/A","N/A","Tue Nov 15 06:42:36 2016"
"975","Resolute Forest Products Inc. C","N/A","N/A","Tue Nov 15 06:42:36 2016"
"976","RAIT Financial Trust 7.625% Sen","N/A","N/A","Tue Nov 15 06:42:36 2016"
"977","RAIT Financial Trust 7.125% Sen","N/A","N/A","Tue Nov 15 06:42:36 2016"
"978","Reinsurance Group of America, I","N/A","N/A","Tue Nov 15 06:42:36 2016"
"979","Regal Entertainment Group Class","N/A","N/A","Tue Nov 15 06:42:36 2016"
"980","Sturm, Ruger & Company, Inc. Co","N/A","N/A","Tue Nov 15 06:42:36 2016"
"981","Regis Corporation Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"982","Royce Global Value Trust, Inc. ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"983","Restoration Hardware Holdings I","N/A","N/A","Tue Nov 15 06:42:36 2016"
"984","Robert Half International Inc. ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"985","Ryman Hospitality Properties, I","N/A","N/A","Tue Nov 15 06:42:36 2016"
"986","Red Hat, Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"987","Rice Energy Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"988","Transocean Ltd (Switzerland) Co","N/A","N/A","Tue Nov 15 06:42:36 2016"
"989","Transocean Partners LLC Common ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"990","Rio Tinto Plc Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"991","RiverNorth Opportunities Fund, ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"992","Raymond James Financial, Inc. 6","N/A","N/A","Tue Nov 15 06:42:36 2016"
"993","Raymond James Financial, Inc. C","N/A","N/A","Tue Nov 15 06:42:36 2016"
"994","Ralph Lauren Corporation Common","N/A","N/A","Tue Nov 15 06:42:36 2016"
"995","Realogy Holdings Corp. Common S","N/A","N/A","Tue Nov 15 06:42:36 2016"
"996","Red Lions Hotels Corporation Co","N/A","N/A","Tue Nov 15 06:42:36 2016"
"997","RLI Corp. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"998","RLJ Lodging Trust Common Shares","N/A","N/A","Tue Nov 15 06:42:36 2016"
"999","Regional Management Corp. Commo","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1000","RE/MAX Holdings, Inc. Class A C","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1001","ResMed Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1002","Rice Midstream Partners LP Comm","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1003","Royce Micro-Cap Trust, Inc. Com","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1004","Ringcentral, Inc. Class A Commo","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1005","Cohen & Steers Reit and Preferr","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1006","RenaissanceRe Holdings Ltd. Com","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1009","Rogers Corporation Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1010","Rockwell Automation, Inc. Commo","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1011","Rollins, Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1012","Roper Technologies, Inc. Common","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1013","Pacific Coast Oil Trust Units o","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1015","Retail Properties of America, I","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1016","RPM International Inc. Common S","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1017","Ramco-Gershenson Properties Tru","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1019","Cohen & Steers Quality Income R","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1020","Range Resources Corporation Com","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1021","R.R. Donnelley & Sons Company C","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1022","Roadrunner Transportation Syste","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1023","Reliance Steel & Aluminum Co. C","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1024","Republic Services, Inc. Common ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1025","Resource Capital Corp. Resource","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1029","RSP Permian, Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1030","Rosetta Stone Rosetta Stone, In","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1031","Ruby Tuesday, Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1032","Rudolph Technologies, Inc. Comm","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1033","Raytheon Company Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1034","The Rubicon Project, Inc. Commo","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1035","Royce Value Trust, Inc. Common ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1036","Redwood Trust, Inc. Common Stoc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1037","Rexnord Corporation Common Stoc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1038","Royal Bank Of Canada Common Sto","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1042","Rayonier Advanced Materials Inc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1043","Ryerson Holding Corporation Com","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1044","Rayonier Inc. REIT Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1045","Reinsurance Group of America, I","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1046","Reinsurance Group of America, I","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1047","Sprint Corporation Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1048","Seabridge Gold, Inc. Ordinary S","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1049","Sonic Automotive, Inc. Common S","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1050","SCIENCE APPLICATIONS INTERNATIO","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1051","Scorpio Bulkers Inc. Common Sto","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1052","Boston Beer Company, Inc. (The)","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1053","Banco Santander, S.A. Sponsored","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1058","SAP  SE ADS","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1059","Saratoga Investment Corp 7.50% ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1060","Saratoga Investment Corp New","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1061","Safe Bulkers, Inc Common Stock ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1065","Sibanye Gold Limited American D","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1066","Sally Beauty Holdings, Inc. (Na","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1067","Scorpio Tankers Inc. 6.75% Seni","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1068","Scorpio Tankers Inc. 7.50% Seni","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1069","Sabine Royalty Trust Common Sto","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1070","Companhia de saneamento Basico ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1071","Western Asset Worldwide Income ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1072","Silver Bay Realty Trust Corp. C","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1073","Santander Consumer USA Holdings","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1074","Southern Copper Corporation Com","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1075","LMP Capital and Income Fund Inc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1081","SCANA Corporation Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1085","Charles Schwab Corporation (The","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1086","Service Corporation Internation","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1087","Stepan Company Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1088","Stellus Capital Investment Corp","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1089","Suffolk Bancorp Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1090","Stellus Capital Investment Corp","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1091","Steelcase Inc. Common Stock","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1092","L.S. Starrett Company (The) Com","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1093","SandRidge Energy, Inc. Common S","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1094","Seadrill Partners LLC Common Un","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1095","SandRidge Mississippian Trust I","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1096","Seadrill Limited Ordinary Share","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1097","SandRidge Mississippian Trust I","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1098","Spectra Energy Corp Common Stoc","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1099","SeaWorld Entertainment, Inc. Co","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1100","Sealed Air Corporation Common S","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1101","Select Medical Holdings Corpora","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1102","Semgroup Corporation Class A Co","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1103","Spectra Energy Partners, LP Com","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1104","ServiceMaster Global Holdings, ","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1105","Stifel Financial Corporation Co","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1107","Safeguard Scientifics, Inc. New","N/A","N/A","Tue Nov 15 06:42:36 2016"
"1108","Ship Finance International Limi","N/A","N/A","Tue Nov 15 06:42:36 2016"
